timestep	temperature	potential_energy	kinetic_energy	bond_harmonic_energy	pppm_energy	pair_lj_energy	angle_harmonic_energy	volume	pressure
100000	2.887295106	-52868.48708	25981.32501	7816.214025	-129657.2974	-5521.698911	3458.726517	512	-14.62792279
100100	2.876829901	-53207.14129	25887.15387	7682.519558	-129650.8005	-5329.920428	3243.903975	511.9622141	7.073546468
100200	2.952124031	-53768.81453	26564.68809	7850.691825	-129653.2717	-5529.582668	3414.395361	511.8352593	-8.570223577
100300	2.864647402	-52890.66879	25777.52964	8099.727839	-129645.1275	-5301.877449	3570.537606	511.6302544	-6.794051611
100400	2.907233208	-53020.40982	26160.73802	7797.256446	-129644.2192	-5678.775641	3318.170131	511.3750845	5.590016966
100500	2.900723065	-52949.35641	26102.1565	8251.167199	-129663.4227	-5655.257955	3247.041412	511.0645914	-5.556491255
100600	2.896831776	-53685.08464	26067.14073	7663.163421	-129653.3443	-5713.381378	3498.413126	510.6992054	2.723710004
100700	2.907630962	-52871.64206	26164.31721	7969.467024	-129641.7241	-5656.635106	3304.33127	510.286815	3.559287337
100800	2.901673496	-53378.28448	26110.70895	8187.999782	-129661.6821	-5529.006482	3332.643846	509.8602309	-13.70335781
100900	2.910417859	-53923.05915	26189.39511	7587.141946	-129665.7245	-5939.659825	3364.208096	509.4035838	2.027065282
101000	2.877427789	-53817.42737	25892.53396	7966.350783	-129662.436	-5484.597521	3275.420668	508.8952749	-5.118676069
101100	2.871777179	-53695.03261	25841.68694	8115.018072	-129659.4855	-5453.971019	3265.912231	508.3135043	-13.02550979
101200	2.874092704	-53467.03751	25862.52319	7936.389119	-129654.6162	-5781.03203	3361.256596	507.6764551	3.623440749
101300	2.849852213	-54036.87228	25644.39514	7866.938438	-129677.2077	-5664.641339	3183.191528	506.9968234	-1.731426361
101400	2.894703444	-54070.57789	26047.98894	8036.611538	-129671.0809	-5412.501327	3257.354246	506.2551288	-8.442153555
101500	2.878354825	-53950.83493	25900.87589	7838.524528	-129678.3511	-5777.159592	3437.436302	505.4630616	-11.51591511
101600	2.872664408	-54688.05062	25849.67068	7530.350729	-129663.7821	-5465.264414	3422.72558	504.6156057	-2.237606038
101700	2.874269802	-54675.16837	25864.11681	7801.20952	-129667.5292	-5427.609586	3343.192238	503.7155422	-11.39983078
101800	2.875214116	-54361.72509	25872.61422	7654.227964	-129670.441	-5098.534042	3230.425074	502.764018	-1.839030798
101900	2.854028218	-54426.2222	25681.97292	7758.478786	-129674.7088	-5199.520847	3444.615046	501.7747643	11.0384828
102000	2.839106929	-54264.28341	25547.7037	7836.041346	-129679.859	-5586.105544	3251.873273	500.7298756	-1.669426398
