timestep	temperature	potential_energy	kinetic_energy	bond_harmonic_energy	pppm_energy	pair_lj_energy	angle_harmonic_energy	volume	pressure
100000	2.4895987	-63436.12646	22402.6539	7579.212289	-129646.4968	-4976.010648	2959.032861	512	-1.176731236
100100	2.494547881	-63814.83671	22447.1891	7656.005255	-129657.3426	-5071.349561	2762.184196	511.9627326	-12.17211502
100200	2.463013323	-62911.05997	22163.42539	7505.124716	-129659.7601	-4961.108065	2820.170777	511.8036082	-3.490019052
100300	2.513975416	-63113.89596	22622.00778	7480.595579	-129661.1568	-5046.832785	2838.556579	511.5503098	-6.893282508
100400	2.493997719	-62651.95431	22442.23847	7661.613395	-129669.9869	-4716.930228	2878.354002	511.250237	-5.358745007
100500	2.508796032	-63871.90914	22575.4011	7717.628175	-129656.0424	-5027.04346	2845.304888	510.8982739	-3.992602306
100600	2.495797766	-63207.06617	22458.4362	7352.091876	-129663.6843	-5349.2584	3048.170028	510.494019	-1.333921746
100700	2.479251616	-63094.0364	22309.54567	7642.969855	-129658.2086	-5060.208549	2875.598988	510.0424789	-0.5640708285
100800	2.476004577	-63354.35241	22280.32718	7441.125086	-129661.8962	-5500.552766	2851.996877	509.5309576	-4.400550384
100900	2.470791281	-62801.48143	22233.41534	7609.713208	-129650.274	-5466.363309	2995.748326	508.9311225	-12.67471331
101000	2.483553862	-62904.64136	22348.25943	7445.758261	-129663.0178	-4815.185452	2998.769151	508.2794765	12.44527672
101100	2.469357367	-63194.14022	22220.51227	7743.705709	-129649.1145	-5224.093656	2911.174799	507.5944425	-13.38599256
101200	2.457487556	-63438.437	22113.70177	7356.465521	-129653.461	-5316.666678	3005.984102	506.8468407	-8.351769427
101300	2.494073825	-63571.5289	22442.92331	7550.548344	-129672.4356	-4861.350839	2921.388201	506.0341857	3.478738921
101400	2.480547559	-63795.54255	22321.20721	7387.580998	-129629.6308	-5049.782133	2869.710266	505.1786526	-6.176602514
101500	2.49737151	-63262.58044	22472.59754	7512.313361	-129641.4423	-5592.5714	3003.81466	504.2943968	-3.534739511
101600	2.498547168	-63818.05663	22483.17669	7378.079235	-129660.202	-5027.944604	2788.473781	503.4153138	7.525488376
101700	2.459303724	-63388.41277	22130.04456	7765.007518	-129665.4263	-4891.77413	2935.941884	502.5225033	-5.918641591
101800	2.481992992	-63894.80648	22334.21394	7415.984228	-129666.9277	-5954.500173	2845.816731	501.612133	-7.382490192
101900	2.499774199	-64619.71117	22494.21813	7710.482511	-129646.2073	-5150.680421	2846.767354	500.6224948	-4.438744538
102000	2.515619079	-64115.6763	22636.79828	7244.371246	-129657.1564	-5212.634188	2928.118297	499.5753798	4.743409214
102100	2.465054456	-64153.05722	22181.79252	7550.419968	-129650.8222	-5428.842879	2987.212437	498.5223391	-13.95810098
102200	2.459293875	-63909.93411	22129.95594	7373.403546	-129674.3199	-5320.528012	2912.525816	497.4683717	0.7762337709
102300	2.478775988	-64299.97159	22305.26573	7437.213537	-129652.8141	-5393.999427	3054.919226	496.3959545	-10.01999593
102400	2.431658877	-63857.44521	21881.28241	7502.678396	-129676.0188	-5455.271107	3004.151564	495.2884077	-14.05915294
102500	2.479784612	-64088.24448	22314.34183	7474.665198	-129658.5132	-5416.001055	2838.226533	494.1249204	1.110929321
102600	2.432751644	-63608.45654	21891.11567	7421.140702	-129661.1485	-5414.279271	2779.058726	492.921187	5.595400999
102700	2.451232598	-64189.19806	22057.41653	7459.76921	-129665.6584	-5090.101706	2878.555298	491.6777243	-4.206940806
102800	2.433794156	-64395.00398	21900.49672	7686.673899	-129669.9944	-5257.864356	2774.723212	490.3668896	-3.104449871
102900	2.474145913	-64122.45995	22263.602	7423.324914	-129671.0351	-5305.593542	2825.734441	488.9530603	-8.860421835
103000	2.46358578	-64009.75599	22168.57664	7637.918166	-129682.973	-4684.166603	2864.027718	487.4550038	4.537090076
103100	2.46976832	-64551.49676	22224.21022	7510.368748	-129671.1541	-5535.048603	2763.182556	485.9180664	-10.67903789
103200	2.500558326	-64318.70565	22501.2741	7283.701121	-129654.002	-4728.175075	2984.101682	484.2957261	-1.350796273
103300	2.482962805	-63485.50997	22342.9408	7674.750837	-129666.5388	-5081.007535	2920.513054	482.649749	-13.39094667
103400	2.48727523	-63727.07727	22381.74616	7669.931777	-129665.3877	-4794.962836	2803.276111	480.9789139	5.236583834
103500	2.470559092	-63847.74409	22231.32599	7548.796452	-129654.4214	-5046.264491	2960.436905	479.2761502	6.107411526
103600	2.479510804	-64042.75253	22311.87797	7662.135376	-129659.9654	-5104.855898	2891.800374	477.5340144	-3.132818917
103700	2.48632551	-63736.15653	22373.2001	7640.995532	-129649.7495	-5065.591617	2880.265293	475.7588348	0.1205767317
103800	2.505645768	-63805.06245	22547.05344	7573.585794	-129667.7818	-5126.936536	2871.26075	473.9418715	-2.389872023
103900	2.509461171	-64025.59766	22581.38635	7618.76634	-129679.6416	-4963.831578	2912.268082	472.0913852	-2.219303057
104000	2.494274984	-63226.50163	22444.73345	7732.662101	-129658.2087	-5566.360698	3058.425532	470.1952292	-5.830994918
104100	2.510652349	-63843.78847	22592.10516	7548.426235	-129671.2801	-5553.696057	2962.659042	468.2342071	0.962949627
104200	2.492837255	-63243.15528	22431.79604	7732.282285	-129669.8982	-5282.151151	2797.425701	466.2448512	-7.235715743
